"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
2.496039500E0,-1.527863534E1,2.166889945E1,7.440224068E0,2.753788001E1
2.506090500E0,-6.257969688E0,3.651588514E1,7.843961445E0,3.786950994E1
2.516141500E0,5.946695502E0,4.709002267E1,6.697308422E0,4.793419826E1
2.526191500E0,1.969178510E1,5.130078509E1,4.576109322E0,5.514052709E1
2.536242500E0,3.048687253E1,5.084558169E1,2.575257615E0,5.934100207E1
2.546293500E0,3.248358675E1,4.597814421E1,1.422148681E0,5.631337017E1
2.556343500E0,2.716192118E1,3.946285376E1,1.659076690E0,4.793578334E1
2.566394500E0,1.937245929E1,3.107870431E1,1.492593012E0,3.665250162E1
2.576445500E0,1.397808360E1,2.173192775E1,-3.810262797E-1,2.584199462E1
2.586495500E0,1.054897930E1,1.340434895E1,-2.701732889E0,1.727011568E1
2.596546500E0,7.961263023E0,6.876687550E0,-4.438378742E0,1.141795719E1
2.606596500E0,6.051960002E0,2.113081995E0,-5.008589272E0,8.134943262E0
2.616647500E0,4.376190096E0,-1.427438657E0,-4.559904349E0,6.479301547E0
2.626698500E0,2.873064202E0,-4.442617389E0,-3.627171711E0,6.414649000E0
2.636748500E0,2.056687939E0,-7.274449657E0,-2.668131280E0,8.016639422E0
2.646799500E0,2.116293286E0,-1.020924672E1,-2.009695036E0,1.061820559E1
2.656850500E0,2.739701784E0,-1.281539868E1,-1.473528750E0,1.318755838E1
2.666900500E0,3.348365066E0,-1.493059620E1,-8.794703507E-1,1.532669956E1
2.676951500E0,4.111160953E0,-1.664579037E1,-3.246888685E-1,1.714903508E1
2.687001500E0,4.854764231E0,-1.793274850E1,-5.308124296E-2,1.857834821E1
2.697052500E0,4.641316009E0,-1.894355082E1,1.859495708E-1,1.950473044E1
2.707103500E0,3.572572165E0,-1.954924284E1,4.420412441E-1,1.987791659E1
2.717153500E0,1.950997031E0,-1.932540675E1,1.278773638E-1,1.942405952E1
2.727204500E0,3.950313114E-1,-1.855093953E1,-4.584474349E-1,1.856080767E1
2.737255500E0,-3.391162884E-1,-1.811854495E1,-3.538198431E-1,1.812517198E1
2.747305500E0,-5.846046209E-2,-1.752327968E1,5.792601196E-1,1.753294872E1
2.757356500E0,3.902887809E-1,-1.661304947E1,1.548358931E0,1.668961214E1
2.767407500E0,1.041425507E0,-1.565036739E1,2.397287081E0,1.586712173E1
2.777457500E0,1.433282072E0,-1.451262553E1,3.034494424E0,1.489559511E1
2.787508500E0,1.676570975E0,-1.347314144E1,3.347770697E0,1.398370477E1
2.797558500E0,1.890543253E0,-1.248521811E1,3.375366046E0,1.307088065E1
2.807609500E0,1.987950411E0,-1.160907248E1,3.543199847E0,1.229946242E1
2.817660500E0,2.030143627E0,-1.094095442E1,3.519781748E0,1.167111093E1
2.827710500E0,2.162964592E0,-1.054640185E1,3.219921327E0,1.123712157E1
2.837761500E0,2.108250441E0,-1.018358562E1,3.065691658E0,1.084198328E1
2.847812500E0,2.242255321E0,-9.696303815E0,2.847716814E0,1.035159445E1
2.857862500E0,2.160298262E0,-9.450389221E0,2.628980663E0,1.004431602E1
2.867913500E0,2.322525898E0,-9.111717321E0,2.309264266E0,9.682469754E0
2.877963500E0,2.525402792E0,-8.180907832E0,2.129323221E0,8.822637338E0
2.888014500E0,2.081942210E0,-7.642350619E0,2.014508464E0,8.173019681E0
2.898065500E0,1.774800397E0,-6.849586290E0,1.688629103E0,7.274490844E0
2.908115500E0,6.595276263E-1,-5.687143446E0,1.298356694E0,5.870630918E0
2.918166500E0,-7.749121946E-1,-4.546721801E0,7.901646566E-1,4.679479483E0
2.928217500E0,-2.475971601E0,-2.052585533E0,1.056851485E0,3.385332745E0
2.938267500E0,-4.515023168E0,1.888897993E0,2.429747314E0,5.464159757E0
2.948318500E0,-5.435034311E0,7.659137390E0,4.122007538E0,1.025636045E1
2.958369500E0,-5.227777998E0,1.416626922E1,5.172160453E0,1.596133109E1
2.968419500E0,-3.262822348E0,2.020363866E1,5.324434812E0,2.114669314E1
2.978470500E0,-1.678552888E-1,2.566109763E1,4.395206410E0,2.603532113E1
2.988520500E0,4.870102648E0,3.098766551E1,2.431177543E0,3.146210320E1
2.998571500E0,9.448878300E0,3.557579787E1,6.934446931E-1,3.681575153E1
3.008622500E0,1.267220037E1,3.903612396E1,-1.339614282E-1,4.104170540E1
3.018672500E0,1.376467777E1,3.931315568E1,-8.602464598E-1,4.166210014E1
3.028723500E0,1.238938692E1,3.548562211E1,-2.340317075E0,3.765904100E1
3.038774500E0,9.101726768E0,2.921757767E1,-3.131157085E0,3.076219140E1
3.048824500E0,5.218202598E0,2.212272992E1,-2.826157545E0,2.290484630E1
3.058875500E0,2.875613588E0,1.662600573E1,-1.558460142E0,1.694467521E1
3.068926500E0,1.937951308E0,1.253890022E1,-1.021280168E-1,1.268818759E1
3.078976500E0,1.951284714E0,8.197492290E0,7.644228745E-1,8.461130788E0
3.089027500E0,2.308965766E0,3.990548097E0,1.335471311E0,4.799925067E0
3.099077500E0,2.764808559E0,2.713634312E-1,1.629323718E0,3.220636623E0
3.109128500E0,3.122288613E0,-3.100870262E0,1.737197245E0,4.730955171E0
3.119179500E0,3.410059916E0,-6.326834686E0,1.697564818E0,7.385057351E0
3.129229500E0,3.655145960E0,-9.386666265E0,1.505156924E0,1.018504261E1
3.139280500E0,3.935678995E0,-1.205762643E1,1.193052433E0,1.273967418E1
3.149331500E0,4.213290761E0,-1.430617555E1,8.833318520E-1,1.493983778E1
3.159381500E0,3.815665478E0,-1.611088006E1,6.574620974E-1,1.656961122E1
3.169432500E0,2.707692372E0,-1.723202519E1,4.016733098E-1,1.744808390E1
3.179483500E0,1.514305332E0,-1.790168108E1,9.051138997E-2,1.796584254E1
3.189533500E0,6.185757744E-1,-1.839677769E1,-1.618357082E-1,1.840788570E1
3.199584500E0,-9.773971796E-2,-1.866489825E1,-1.636191090E-1,1.866587129E1
3.209634500E0,-2.999156776E-1,-1.851629361E1,7.352877337E-2,1.851886835E1
3.219685500E0,-2.252113581E-2,-1.790695760E1,3.555353431E-1,1.791050092E1
3.229736500E0,3.531759185E-1,-1.677826957E1,7.103104019E-1,1.679701175E1
