"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
1.571453000E0,-9.852166611E-1,3.258604167E0,2.744402361E-1,3.415328744E0
1.581453000E0,-9.882807483E-1,5.891080880E0,1.524836898E-2,5.973421572E0
1.591453000E0,-4.414094525E-1,6.381689755E0,1.020093914E-1,6.397750569E0
1.601453000E0,3.268115540E-1,6.607655988E0,3.231195124E-1,6.623619077E0
1.611453000E0,4.324675541E0,1.554812064E0,-1.423110548E0,4.810977315E0
1.621453000E0,9.003797600E0,-2.207219828E1,-6.803312595E0,2.478982393E1
1.631453000E0,-4.246224618E-1,-5.452607183E1,-6.812734798E0,5.495167121E1
1.641453000E0,-6.322210123E0,-5.369127186E1,-7.058509644E0,5.452105624E1
1.651453000E0,-7.100922423E0,-3.889313615E1,-1.733946193E0,3.957405347E1
1.661453000E0,-4.637191091E0,-1.387692794E1,2.544284914E0,1.485079311E1
1.671453000E0,-2.849679432E0,-5.294063205E-1,3.011534747E0,4.179747056E0
1.681453000E0,-3.644043267E0,4.560882588E0,3.078304102E0,6.599746772E0
1.691453000E0,-4.201498096E0,5.984420568E0,2.888220477E0,7.861786903E0
1.701452000E0,-5.811144764E0,6.128844455E0,1.282130671E0,8.542598954E0
1.711452250E0,-7.209598188E0,5.087599189E0,1.303417898E0,8.919690004E0
1.721452250E0,-7.990304389E0,2.765209678E0,1.231761439E0,8.544506132E0
1.731452250E0,-8.544482439E0,4.510916376E-1,1.136287225E0,8.631501171E0
1.741452250E0,-7.962976257E0,-1.593027127E-1,6.927573529E-1,7.994640766E0
1.751452250E0,-6.126725425E0,1.766995826E0,4.273941882E-1,6.390751479E0
1.761452250E0,-3.672953655E0,3.981729326E0,1.845755482E-1,5.420223714E0
1.771452250E0,-1.149281639E0,5.399665089E0,-1.913851424E-1,5.523935158E0
1.781452250E0,7.402326509E-1,6.409410819E0,-8.615859839E-1,6.509287352E0
1.791452250E0,1.778584130E0,6.810314051E0,-1.153785310E0,7.132668471E0
1.801452250E0,2.441552550E0,6.514258413E0,-1.414859981E0,7.099195045E0
1.811452250E0,2.657294635E0,6.039903043E0,-1.539857225E0,6.775898746E0
1.821452250E0,2.620692235E0,6.220066867E0,-1.436044589E0,6.900687189E0
1.831452250E0,2.587496422E0,6.145607253E0,-1.418745017E0,6.817364863E0
1.841452250E0,2.469998962E0,5.971515763E0,-1.467439460E0,6.626709134E0
1.851451250E0,2.189722620E0,5.758267223E0,-1.547872442E0,6.352041850E0
1.861451250E0,1.962800367E0,5.699368805E0,-1.242566071E0,6.154621068E0
1.871451250E0,2.357048005E0,5.648885699E0,-6.876958568E-1,6.159424529E0
1.881451250E0,2.548931111E0,5.723737076E0,-8.907765269E-2,6.266270881E0
1.891451250E0,2.628304725E0,5.574407959E0,4.186616640E-1,6.177158522E0
1.901451250E0,2.665202117E0,5.366854023E0,7.072112314E-1,6.033785889E0
1.911451250E0,2.522295874E0,5.055252977E0,9.011132348E-1,5.720975808E0
1.921451250E0,2.390117518E0,4.523658044E0,9.263372460E-1,5.199446561E0
1.931451250E0,2.048007163E0,3.730754551E0,1.128534987E0,4.403005119E0
1.941451250E0,1.679549546E0,2.943921638E0,1.407000446E0,3.669769958E0
1.951451250E0,1.116733697E0,2.125858161E0,1.521353273E0,2.842689370E0
1.961451250E0,4.674071234E-1,9.467367196E-1,1.536956714E0,1.864675783E0
1.971451250E0,-2.362011999E-1,-8.415219212E-1,1.784907894E0,1.987422034E0
1.981451250E0,-9.302504951E-1,-3.107841897E0,2.046234287E0,3.835508050E0
1.991451250E0,-1.875128970E0,-5.709887361E0,2.384182448E0,6.465543154E0
